Supercontig	start	end	H3K27me3_a	H3K27me3_b	H3K4me2_a	H3K4me2_b	GENES	REPEATS	SNPs_VCG030	SNPs_CladeIII	dN	dNdS	dS	inplanta_RPKM	invitro_RPKM	log2foldChange
Supercontig_2.1	3390000	3400000	0.4304	0.2805	8.0801	2.1123	0.5170000	0.0000000	0.0004000	0.0170000	0.01825	0.17245	0.1088	4.365	28.1183333333	-2.38637773209
Supercontig_2.1	3400000	3410000	0.4298	0.3162	13.2342	5.3096	0.4002000	0.0000000	0.0006000	0.0172000	0.0139	0.0961	0.1448	16.5	21.9866666667	-0.893289393482
Supercontig_2.1	3410000	3420000	0.4335	0.2653	11.4096	2.5958	0.7067000	0.0000000	0.0000000	0.0118000	0.0043	0.0265	0.163033333333	11.8577777778	15.3555555556	-0.3839963137
Supercontig_2.1	3420000	3430000	0.4692	0.2975	15.6831	6.4296	0.9180000	0.0000000	0.0000000	0.0102000	0.01305	0.060925	0.186275	37.6850000001	17.2966666667	0.022297407448
Supercontig_2.1	3430000	3440000	0.5771	0.2634	17.2267	5.3768	0.8072000	0.0000000	0.0000000	0.0162000	0.01015	0.055725	0.18485	55.9183333333	46.7641666667	0.585477560884
Supercontig_2.1	3440000	3450000	0.5245	0.3417	22.4045	8.7164	0.8565000	0.0138000	0.0000000	0.0164000	0.0216571428571	0.108257142857	0.195071428571	18.6966666667	18.9728571429	-0.281566459221
Supercontig_2.1	3450000	3460000	0.4743	0.3217	9.2227	2.4749	0.7691000	0.0000000	0.0003000	0.0213000	0.0312	0.0802	0.3887	5.44444444444	7.13111111112	0.400013144905
Supercontig_2.1	3460000	3470000	0.5049	0.2189	12.909	3.563	0.8875000	0.0000000	0.0000000	0.0320000	0.0098	0.0465	0.2096	31.67	19.5266666667	0.942248631084
Supercontig_2.1	3470000	3480000	0.5644	0.3009	16.0029	2.4038	0.6319000	0.0000000	0.0000000	0.0199000	0.036425	0.14725	0.2572	24.458	31.8726666667	0.275331611501
Supercontig_2.1	3480000	3490000	1.6644	0.4947	21.6795	7.4447	0.7529000	0.0000000	0.0000000	0.0196000	0.02568	0.12562	0.19768	19.37	14.5726666667	-0.166413645225
Supercontig_2.1	3490000	3500000	1.6272	0.4327	19.2497	5.7266	0.8309000	0.0000000	0.0000000	0.0177000	0.06845	0.140083333333	0.272516666667	31.1844444444	8.10166666666	0.854356032505
Supercontig_2.1	3500000	3510000	3.9929	1.1381	7.1297	2.2263	0.5920000	0.0000000	0.0002000	0.0186000	0.07226	0.19082	0.24764	8.3138888889	3.41722222222	0.0301481961734
Supercontig_2.1	3510000	3520000	0.4895	0.3366	18.7802	8.7659	0.7435000	0.0000000	0.0010000	0.0135000	0.0294	0.127125	0.175275	77.52	75.1958333333	-0.080866299876
Supercontig_2.1	3520000	3530000	0.4029	0.246	13.6643	6.289	0.6272000	0.0000000	0.0004000	0.0256000	0.03272	0.13634	0.19698	24.5116666667	28.5983333333	-1.07093240169
Supercontig_2.1	3530000	3540000	0.4437	0.2895	18.237	8.8517	0.8063000	0.0000000	0.0000000	0.0185000	0.02975	0.1161	0.23435	24.9641666667	23.5925	-0.0510368387932
Supercontig_2.1	3540000	3550000	0.3519	0.3876	6.628	2.0354	0.8740000	0.0000000	0.0000000	0.0155000	0.02298	0.09238	0.23442	8.02277777778	7.59611111111	-0.448957020742
Supercontig_2.1	3550000	3560000	0.3468	0.3468	9.9628	1.9009	0.8298000	0.0000000	0.0000000	0.0162000	0.0123333333333	0.1267	0.103566666667	72.2422222221	80.1622222222	-0.22161308564
Supercontig_2.1	3560000	3570000	0.4473	0.2601	8.7378	3.2478	0.6136000	0.0000000	0.0000000	0.0147000	0.02615	0.2136	0.12685	4.995	6.83333333332	-0.892591655589
Supercontig_2.1	3570000	3580000	0.4248	0.2653	8.1731	2.3758	0.9384000	0.0000000	0.0000000	0.0132000	0.0262	0.273133333333	0.1302	65.8066666667	47.2555555556	-0.625894016721
Supercontig_2.1	3580000	3590000	0.4794	0.2907	12.3524	4.1302	0.8759000	0.0000000	0.0000000	0.0112000	0.0373333333333	0.201266666667	0.183533333333	18.5155555556	53.8366666666	-1.09407151855
Supercontig_2.1	3590000	3600000	0.4999	0.2907	9.3671	2.991	0.7410000	0.0000000	0.0000000	0.0130000	0.124375	0.389025	0.21855	66.6133333334	28.8458333334	-0.105089062249
Supercontig_2.1	3600000	3610000	0.5387	0.2397	10.8071	3.6669	0.8928000	0.0000000	0.0007000	0.0137000	0.0078	0.0361	0.259966666667	11.3688888889	6.91222222222	1.42559819035
Supercontig_2.1	3610000	3620000	0.5527	0.3519	5.9325	1.8159	0.5269000	0.0000000	0.0000000	0.0213000	0.0723	0.246	0.2713	34.2333333332	0.334444444445	2.85776575069
Supercontig_2.1	3620000	3630000	0.3914	0.3279	13.6328	4.7899	0.8443000	0.0000000	0.0000000	0.0172000	0.01	0.0594333333333	0.199616666667	22.8272222222	23.6944444444	-0.354205208191
Supercontig_2.1	3630000	3640000	0.4807	0.4881	5.6534	1.9844	0.8615000	0.0000000	0.0002000	0.0196000	0.0216	0.10846	0.16372	8.24055555555	14.5983333333	-0.694425472796
Supercontig_2.1	3640000	3650000	0.4685	0.2805	17.8149	7.8708	0.8847000	0.0000000	0.0000000	0.0146000	0.012225	0.045025	0.2232	42.2366666667	56.1949999999	-0.366188982185
Supercontig_2.1	3650000	3660000	0.5924	0.3142	14.2823	4.0025	0.2471000	0.0000000	0.0000000	0.0257000	0.2116	0.4794	0.4414	27.43	22.1133333333	-0.469100077101
Supercontig_2.1	3660000	3670000	0.5182	0.3845	12.6851	5.4714	0.7518000	0.0000000	0.0000000	0.0223000	0.0229	0.114	0.1895	15.7677777778	13.8477777778	-0.0896884077753
Supercontig_2.1	3670000	3680000	0.6371	0.2958	21.0282	6.6415	0.9291000	0.0000000	0.0000000	0.0108000	0.00916	0.04958	0.18672	7.764	5.96733333334	-0.043832008245
Supercontig_2.1	3680000	3690000	0.6756	0.3779	17.0999	6.2214	0.9464000	0.0000000	0.0000000	0.0119000	0.0895	0.3308	0.2706	0.0	0.13	-3.8120301453
Supercontig_2.1	3690000	3700000	0.4184	0.2865	16.4293	4.3116	0.6707000	0.0000000	0.0000000	0.0158000	0.026175	0.11935	0.18215	19.8158333333	11.9008333334	0.078132247473
Supercontig_2.1	3700000	3710000	0.5328	0.2946	11.9415	4.0908	0.6670000	0.0000000	0.0000000	0.0161000	0.0456	0.2212	0.20345	31.93	15.8444444445	0.683505556755
Supercontig_2.1	3710000	3720000	0.5232	0.357	13.9168	3.7209	0.8842000	0.0000000	0.0000000	0.0230000	0.0132	0.10365	0.192916666667	6.7925	5.29416666667	-0.908690915758
Supercontig_2.1	3720000	3730000	0.3955	0.3358	24.1106	7.9898	0.5636000	0.0000000	0.0000000	0.0217000	0.01052	0.06898	0.14882	25.9146666667	21.9533333333	0.0339305108859
Supercontig_2.1	3730000	3740000	0.56	0.2966	18.009	5.6238	0.7617000	0.0000000	0.0004000	0.0250000	0.1158	0.3622	0.294233333333	10.4311111111	12.1222222222	-0.77220790336
Supercontig_2.1	3740000	3750000	0.6095	0.3301	12.6433	3.5703	0.5528000	0.0000000	0.0000000	0.0172000	0.0462	0.1702	0.2096	16.0088888889	9.64166666667	-0.805752314881
Supercontig_2.1	3750000	3760000	0.6381	0.3784	15.6569	6.1752	0.7720000	0.0000000	0.0000000	0.0132000	0.02175	0.082025	0.29695	14.1966666667	23.8408333333	-0.621806755675
Supercontig_2.1	3760000	3770000	0.6655	0.3982	7.4	3.3894	0.8764000	0.0000000	0.0002000	0.0155000	0.0304333333333	0.171933333333	0.179033333333	2.20333333333	2.81666666667	-0.624379839977
Supercontig_2.1	3770000	3780000	0.7165	0.357	14.2511	6.5572	0.7587000	0.0036000	0.0000000	0.0231000	0.02335	0.0897	0.23945	14.6966666667	15.5677777778	-0.460806341425
Supercontig_2.1	3780000	3790000	0.7446	0.3825	16.0099	4.9165	0.8206000	0.0000000	0.0000000	0.0230000	0.0419	0.145675	0.32595	220.975333334	63.756	-0.194448593403
Supercontig_2.1	3790000	3800000	1.3808	0.4743	4.9659	1.6961	0.6634000	0.0000000	0.0000000	0.0319000	0.1548	0.4765	0.3652	0.100555555555	0.0694444444444	0.257786886663
Supercontig_2.1	3800000	3810000	1.4132	0.4641	10.4096	3.2907	0.4803000	0.0000000	0.0000000	0.0213000	0.0502	0.1734	0.2897	14.9666666667	8.53333333333	0.217328166064
Supercontig_2.1	3810000	3820000	1.1988	0.3782	14.825	4.5946	0.6962000	0.0000000	0.0000000	0.0156000	0.0091	0.0582	0.1746	12.5122222222	14.0333333334	-0.405251124094
Supercontig_2.1	3820000	3830000	1.635	0.4684	4.2721	1.5354	0.6031000	0.0000000	0.0000000	0.0342000	0.17172	0.48206	0.36368	0.444285714286	0.441904761905	-0.55043506506
Supercontig_2.1	3830000	3840000	1.4204	0.368	10.8317	3.8982	0.7146000	0.0000000	0.0000000	0.0225000	0.0988	0.163325	0.371275	10.3253333333	17.056	-1.53048592059
Supercontig_2.1	3840000	3850000	5.4649	1.0547	3.3651	1.3041	0.3160000	0.0000000	0.0002000	0.0254000	0.13205	0.20305	0.644	0.521666666667	0.874166666667	-0.113847990523
Supercontig_2.1	3850000	3860000	8.0441	1.0297	2.7313	0.9382	0.6479000	0.0000000	0.0000000	0.0367000	0.05015	0.1035	0.4689	3.04999999999	1.37133333333	0.124896036675
Supercontig_2.1	3860000	3870000	9.1207	2.0141	2.5657	1.2465	0.4652000	0.0000000	0.0000000	0.0472000	0.14825	0.280933333333	0.490333333333	3.31523809524	3.20142857143	1.00533988434
Supercontig_2.1	3870000	3880000	8.6091	1.5802	2.4373	1.1194	0.6602000	0.0000000	0.0000000	0.0502000	0.05385	0.10905	0.49465	0.195555555556	0.86888888889	-1.83457859848
Supercontig_2.1	3880000	3890000	11.0882	1.908	2.076	1.2178	0.5829000	0.0000000	0.0000000	0.0496000	0.1418	0.2063	0.64375	0.0483333333333	0.0	0.654275965687
Supercontig_2.1	3890000	3900000	10.222	2.083	2.0322	1.2014	0.6723000	0.0000000	0.0000000	0.0401000	0.09995	0.24695	0.47915	1.0680952381	1.83857142857	-0.916907514158
Supercontig_2.1	3900000	3910000	9.4805	2.0619	2.299	1.2327	0.7377000	0.0000000	0.0002000	0.0426000	0.131033333333	0.278733333333	0.5031	0.822916666667	1.52708333333	0.0238261911337
Supercontig_2.1	3910000	3920000	10.6436	2.1803	2.0386	1.222	0.6837000	0.0000000	0.0009000	0.0395000	0.06384	0.12178	0.53128	0.187777777778	0.131666666667	0.598100030601
Supercontig_2.1	3920000	3930000	8.6892	1.9221	3.2329	1.3106	0.7446000	0.0000000	0.0000000	0.0421000	0.116375	0.1706	0.590875	0.858333333332	1.44833333333	1.3414549509
Supercontig_2.1	3930000	3940000	9.6495	1.8684	2.6486	1.2309	0.7138000	0.0000000	0.0000000	0.0410000	0.101783333333	0.3225	0.5303	3.81285714286	0.746666666667	1.80073395457
Supercontig_2.1	3940000	3950000	7.546	1.6255	7.5075	1.1499	0.7937000	0.0000000	0.0002000	0.0341000	0.061375	0.133775	0.4406	0.56	2.22388888889	-2.18417849914
Supercontig_2.1	3950000	3960000	9.0672	1.826	4.2425	1.4525	0.6444000	0.0000000	0.0000000	0.0346000	0.03044	0.10628	0.35972	6.32333333334	3.44466666667	1.67149136637
Supercontig_2.1	3960000	3970000	6.4437	1.5086	10.4798	1.4866	0.7541000	0.0000000	0.0000000	0.0343000	0.04182	0.11516	0.34314	3.53	26.3672222222	-3.39767771613
Supercontig_2.1	3970000	3980000	6.3641	1.2914	3.8115	1.492	0.6919000	0.0000000	0.0000000	0.0210000	0.011075	0.03545	0.30005	3.6525	13.8333333333	-2.37011991724
Supercontig_2.1	3980000	3990000	2.2432	0.5156	8.9468	3.251	0.8088000	0.0000000	0.0000000	0.0263000	0.0296	0.135333333333	0.225233333333	199.16	191.683333333	-1.27255946583
Supercontig_2.1	3990000	4000000	1.1966	0.4692	10.7962	3.0803	0.7523000	0.0000000	0.0000000	0.0134000	0.0048	0.0172	0.2815	10.4966666667	7.40333333333	0.063605204787
Supercontig_2.1	4000000	4010000	1.2406	0.4463	22.6815	6.536	0.7932000	0.0000000	0.0002000	0.0229000	0.008975	0.04045	0.26125	41.1913333333	33.1533333334	0.0041277475866
Supercontig_2.1	4010000	4020000	1.0001	0.4206	9.4413	2.4178	0.8720000	0.0000000	0.0000000	0.0210000	0.0333	0.0748	0.370783333333	5.13833333334	4.49944444444	0.285931414157
Supercontig_2.1	4020000	4030000	1.2495	0.3672	11.3529	3.5514	0.6204000	0.0000000	0.0002000	0.0234000	0.0225	0.06865	0.31545	16.7433333334	12.0666666667	0.472752391156
Supercontig_2.1	4030000	4040000	0.502	0.2296	15.6098	6.2739	0.3602000	0.0000000	0.0009000	0.0169000	0.0192333333333	0.0913	0.2613	30.9508333333	12.0733333333	0.583183514842
Supercontig_2.1	4040000	4050000	0.9513	0.3978	23.4385	5.3562	0.8679000	0.0000000	0.0000000	0.0207000	0.00947142857143	0.0315142857143	0.310271428571	34.3952380952	19.4414285714	0.145753767914
Supercontig_2.1	4050000	4060000	1.2907	0.1071	8.5979	1.1418	0.8311000	0.0000000	0.0000000	0.0282000	0.0587	0.2294	0.2558	64.3377777778	2.29111111111	2.23072180129
Supercontig_2.1	4060000	4070000	1.4249	0.459	15.8544	6.4749	0.8490000	0.0000000	0.0000000	0.0319000	0.01246	0.04708	0.26122	27.9613333333	31.368	0.407102740345
Supercontig_2.1	4070000	4080000	2.3271	0.5304	3.9696	1.4384	0.4802000	0.0000000	0.0000000	0.0427000	0.15686	0.2205	0.50106	3.59285714286	0.133809523809	1.15931433003
Supercontig_2.1	4080000	4090000	3.4905	0.7754	2.8061	1.2937	0.4953000	0.0081000	0.0002000	0.0650000	0.17298	0.37938	0.4675	0.982499999999	0.0583333333333	1.2525629476
Supercontig_2.1	4090000	4100000	7.6195	1.5879	2.5989	1.4246	0.6113000	0.0000000	0.0002000	0.0429000	0.071725	0.121525	0.46775	2.68833333333	0.203333333333	2.97738574844
Supercontig_2.1	4100000	4110000	5.4665	1.238	14.5395	4.3395	0.5902000	0.0485000	0.0009000	0.0387000	0.09475	0.18925	0.4444	9.08266666666	4.318	0.0269145391738
Supercontig_2.1	4110000	4120000	7.4113	1.5597	3.1787	1.0861	0.6254000	0.0000000	0.0000000	0.0396000	0.01205	0.0391	0.32015	243.66	6.38666666666	4.75048461486
Supercontig_2.1	4120000	4130000	8.3562	1.6217	2.4637	1.2037	0.5460000	0.0000000	0.0000000	0.0410000	0.0113	0.02695	0.3479	2.3775	0.459166666667	1.60567195979
Supercontig_2.1	4130000	4140000	4.3078	0.9844	3.8007	1.7707	0.7385000	0.0000000	0.0000000	0.0423000	0.0149	0.0494	0.314133333333	5.30833333334	3.65249999999	0.0670846515886
Supercontig_2.1	4140000	4150000	6.2964	1.0679	2.4572	1.1974	0.4975000	0.0000000	0.0000000	0.0283000	0.0734	0.1834	0.4004	0.846666666667	1.31888888889	-0.64472912793
Supercontig_2.1	4150000	4160000	7.2299	0.9416	4.6083	0.6884	0.6073000	0.0000000	0.0000000	0.0230000	0.106325	0.17665	0.501375	0.248666666667	0.325333333333	-1.38246686714
Supercontig_2.1	4160000	4170000	9.4844	1.5759	1.6944	1.1625	0.8887000	0.0000000	0.0000000	0.0420000	0.13046	0.2923	0.49826	3.88733333333	0.67	2.11111159243
Supercontig_2.1	4170000	4180000	10.77	1.7255	1.2351	0.9436	0.4754000	0.0120000	0.0000000	0.0450000	0.15995	0.195	0.61625	2.91266666667	0.044	2.63810452272
Supercontig_2.1	4180000	4190000	10.8733	2.3115	1.1396	1.0557	0.5188000	0.0000000	0.0000000	0.0306000	0.0707	0.1532	0.4614	0.127333333333	0.164	-0.705378381494
Supercontig_2.1	4190000	4200000	10.1643	2.2375	0.9834	1.2715	0.4386000	0.0000000	0.0000000	0.0371000	0.0326	0.0515	0.6335	1.86222222222	0.0233333333333	3.11710758923
Supercontig_2.1	4200000	4210000	9.088	2.0896	1.1609	0.9213	0.6805000	0.0000000	0.0000000	0.0516000	0.1372	0.2904	0.4724	1.402	1.51133333333	-1.54784881568
Supercontig_2.1	4210000	4220000	8.0508	2.1624	2.9164	1.164	0.6901000	0.0000000	0.0004000	0.0454000	0.0802714285714	0.120528571429	0.552285714286	36.5866666666	28.6442857142	-0.637169367156
Supercontig_2.1	4220000	4230000	9.4878	2.0632	3.7292	1.5669	0.5862000	0.0000000	0.0006000	0.0476000	0.2118	0.2949	0.65405	0.528333333333	2.50888888888	-1.57315849787
Supercontig_2.1	4230000	4240000	8.5265	1.7022	1.0353	0.9988	0.7228000	0.0000000	0.0000000	0.0518000	0.0338	0.0717	0.4719	2.45666666667	0.588333333333	0.342650311015
Supercontig_2.1	4240000	4250000	9.0326	1.947	0.8307	0.8638	0.6685000	0.0000000	0.0000000	0.0452000				0.0983333333333	0.294444444445	-1.75154357841
Supercontig_2.1	4250000	4260000	10.2606	1.9441	0.833	0.8758	0.5048000	0.0000000	0.0008000	0.0413000				0.0593333333334	0.02	0.337392468339
Supercontig_2.1	4260000	4270000	15.5358	5.4517	0.9887	1.9361	0.5073000	0.0000000	0.0000000	0.0000000				0.0	0.0	0.0
Supercontig_2.1	4270000	4280000	14.6889	5.4519	1.0302	1.806	0.3153000	0.0000000	0.0000000	0.0000000				0.0	0.0	0.0
Supercontig_2.1	4280000	4290000	11.7097	5.4175	1.7035	1.6926	0.6426000	0.0000000	0.0010000	0.0014000				0.833333333333	0.2775	1.69661570995
Supercontig_2.1	4290000	4300000	14.4108	5.545	0.9078	1.9111	0.3116000	0.0000000	0.0000000	0.0010000				0.103333333333	0.0377777777777	0.419466783323
Supercontig_2.1	4300000	4310000	14.5669	4.3251	2.3052	1.7761	0.3538000	0.0484000	0.0000000	0.0002000				0.0533333333333	0.0458333333333	-0.1153740528
Supercontig_2.1	4310000	4320000	16.3636	4.6404	1.0276	1.5203	0.3527000	0.0000000	0.0000000	0.0014000	0.1421	0.4181	0.3398	2.64111111111	1.94555555556	-0.00533605104293
Supercontig_2.1	4320000	4330000	15.7595	4.2986	0.839	1.2847	0.3422000	0.0000000	0.0000000	0.0006000				0.0	0.0	0.0
Supercontig_2.1	4330000	4340000	11.0176	2.9555	0.5559	0.9588	0.2569000	0.0000000	0.0000000	0.0010000				0.0	0.0	0.0
Supercontig_2.1	4340000	4350000	0	0	0	0	0.0000000	0.0000000	0.0000000	0.0000000						
Supercontig_2.1	4350000	4358238	8.02962	2.47002	1.94392	0.761471	0.0000000	0.2687545	0.0000000	0.0000000						
Supercontig_2.6	0	10000	33.415	2.4748	2.1641	0.5274	0.3566000	0.0000000	0.0000000	0.0000000				3.75333333334	0.473333333335	3.1019878068
Supercontig_2.6	10000	20000	27.9648	2.9107	2.7104	0.6534	0.4157000	0.0351000	0.0000000	0.0000000				0.226666666667	0.0233333333333	2.61680234986
Supercontig_2.6	20000	30000	6.0845	1.1828	0.3939	0.2217	0.1202000	0.0000000	0.0000000	0.0000000						
Supercontig_2.6	30000	40000	3.8995	1.0818	0.2352	0.3916	0.3104000	0.0000000	0.0000000	0.0183000	0.0583	0.1126	0.4983	0.828333333334	0.198333333333	1.81101030305
Supercontig_2.6	40000	50000	12.1004	2.7111	0.7797	1.1268	0.7830000	0.0155000	0.0002000	0.0480000	0.05278	0.12088	0.40286	2.10933333334	0.00933333333334	1.91156859926
Supercontig_2.6	50000	60000	12.1992	2.6641	0.7719	1.0362	0.5675000	0.0000000	0.0000000	0.0500000	0.0460833333333	0.1153	0.37985	7.7688888889	2.44277777778	0.681364783272
Supercontig_2.6	60000	70000	7.5325	1.6202	0.5131	0.7597	0.4450000	0.0000000	0.0000000	0.0318000	0.0732	0.1419	0.48645	0.03	0.0177777777778	0.128050301952
Supercontig_2.6	70000	80000	0	0	0	0	0.0000000	0.0000000	0.0000000	0.0000000						
Supercontig_2.6	80000	90000	5.8516	1.1696	0.2754	0.4131	0.0623000	0.0000000	0.0000000	0.0006000				0.0	0.0	0.0
Supercontig_2.6	90000	100000	15.7366	3.1154	0.6069	0.9178	0.2932000	0.0000000	0.0000000	0.0024000				0.295	0.0316666666667	2.15403717696
Supercontig_2.6	100000	110000	12.8214	2.9326	0.8989	1.6488	0.1790000	0.0836000	0.0000000	0.0360000	0.0437	0.0639	0.6839	12.2944444444	0.208888888889	3.19852510132
Supercontig_2.6	110000	120000	12.673	2.2615	0.6974	0.9543	0.5978000	0.0000000	0.0000000	0.0405000	0.041725	0.119875	0.375725	3.64583333333	0.0	4.0732359973
Supercontig_2.6	120000	130000	10.9885	2.3204	0.7853	1.1346	0.6729000	0.0000000	0.0000000	0.0494000	0.0357333333333	0.0766	0.466433333333	2.33	0.0088888888889	4.75345667854
Supercontig_2.6	130000	140000	11.1744	0.8895	0.6935	0.4548	0.6034000	0.0000000	0.0000000	0.0197000				1.65066666667	0.885333333333	0.0061485343072
Supercontig_2.6	140000	150000	10.8982	1.9332	0.8426	0.866	0.5097000	0.0000000	0.0000000	0.0378000	0.04695	0.14705	0.283725	74.3633333333	18.8025	3.72009363389
Supercontig_2.6	150000	160000	10.7502	1.9475	0.8348	1.0616	0.5709000	0.0000000	0.0004000	0.0457000	0.3202	0.4088	0.7833	6.53333333333	2.84583333334	1.02642044967
Supercontig_2.6	160000	170000	12.5608	2.7975	1.1663	0.9435	0.5574000	0.2226000	0.0000000	0.0315000				1.34222222222	0.0966666666668	1.67046448701
Supercontig_2.6	170000	180000	14.3006	0.5177	4.9394	0.2754	0.0843000	0.0000000	0.0004000	0.0158000						
Supercontig_2.6	180000	190000	10.2554	2.1068	0.7137	1.0204	0.4125000	0.0000000	0.0006000	0.0353000	0.0173	0.0481	0.3589	6.915	0.505833333333	2.68660585773
Supercontig_2.6	190000	200000	11.5103	2.1424	0.7846	0.9792	0.7020000	0.0000000	0.0000000	0.0521000				0.135	0.0383333333333	0.510206601417
Supercontig_2.6	200000	210000	11.4833	2.0822	0.934	0.9782	0.6943000	0.0000000	0.0000000	0.0418000	0.08856	0.16262	0.55008	5.024	2.432	0.492493549503
Supercontig_2.6	210000	220000	11.6466	2.0471	0.9385	0.8695	0.5580000	0.0000000	0.0000000	0.0452000	0.03535	0.08475	0.466875	0.970000000001	0.2625	2.01773362557
Supercontig_2.6	220000	230000	10.5427	2.0859	1.0506	0.8976	0.7719000	0.0000000	0.0000000	0.0384000	0.058975	0.106525	0.560025	0.609999999999	0.182	0.757548637216
Supercontig_2.6	230000	240000	10.7709	2.0605	0.9309	0.839	0.6695000	0.0000000	0.0006000	0.0434000	0.0591	0.1051	0.590266666667	4.03666666667	1.18733333333	2.05396537693
Supercontig_2.6	240000	250000	11.7138	1.6154	0.8797	0.76	0.4142000	0.0000000	0.0002000	0.0308000				1.32166666667	0.0141666666667	3.49544193297
Supercontig_2.6	250000	260000	11.262	1.4865	1.4228	0.7559	0.6044000	0.0000000	0.0000000	0.0423000	0.0924333333333	0.1905	0.452133333333	2.08777777778	2.26611111111	0.191368647544
Supercontig_2.6	260000	270000	10.4718	2.2177	2.035	1.0087	0.6761000	0.0000000	0.0000000	0.0273000				0.930000000001	0.723333333334	0.00176730802625
Supercontig_2.6	270000	280000	8.6523	1.8212	1.2854	0.9491	0.3206000	0.0000000	0.0005000	0.0290000	0.0662333333333	0.108333333333	0.537333333333	7.54083333333	0.385833333332	2.76089499087
Supercontig_2.6	280000	290000	4.903	0.8107	5.0478	1.8926	0.1845000	0.0000000	0.0000000	0.0235000	0.1681	0.1707	0.9845	235.921111111	628.301111112	-0.403126835815
Supercontig_2.6	290000	300000	6.2642	1.1148	7.612	3.6786	0.7316000	0.0000000	0.0000000	0.0396000	0.03905	0.1175	0.4081	16.4525	0.604166666667	3.78787763407
Supercontig_2.6	300000	310000	10.1207	2.0097	1.5639	1.2794	0.5227000	0.0000000	0.0009000	0.0427000	0.2257	0.28585	0.77535	23.5133333333	8.70866666666	1.74812802456
Supercontig_2.6	310000	320000	10.1155	2.0332	1.511	1.1271	0.3873000	0.0000000	0.0000000	0.0460000	0.15675	0.263075	0.457175	37.6733333333	0.144166666667	3.01674190743
Supercontig_2.6	320000	330000	9.6474	2.1817	1.863	1.1679	0.7476000	0.0000000	0.0002000	0.0361000	0.08594	0.22474	0.38406	2.306	2.67000000001	-1.44466717772
Supercontig_2.6	330000	340000	7.2037	1.2856	3.0588	1.0813	0.5997000	0.0485000	0.0000000	0.0341000	0.07545	0.1696	0.44355	93.7588888889	15.4655555556	1.60561979526
Supercontig_2.6	340000	350000	8.7153	1.6239	2.5132	1.1627	0.5990000	0.0000000	0.0002000	0.0408000	0.1149	0.252775	0.401375	67.6933333333	6.89066666667	1.78650905286
Supercontig_2.6	350000	360000	6.7683	1.0228	9.7025	3.0997	0.7573000	0.0000000	0.0000000	0.0363000	0.0802428571429	0.130257142857	0.468257142857	7.07523809524	4.24952380953	-0.421806633902
Supercontig_2.6	360000	370000	7.1791	0.8211	3.2937	1.5517	0.3994000	0.0000000	0.0000000	0.0118000	0.28305	0.43965	0.665325	0.174166666667	0.0	1.14160678146
Supercontig_2.6	370000	380000	6.4797	0.7495	2.412	1.2922	0.2107000	0.0000000	0.0000000	0.0368000	0.17235	0.4738	0.42425	1.45	0.0983333333332	3.63557699264
Supercontig_2.6	380000	390000	4.4	0.5118	8.4794	4.0859	0.6548000	0.0000000	0.0000000	0.0358000	0.0104333333333	0.0236	0.4282	8.71083333334	7.51416666666	1.37468940614
Supercontig_2.6	390000	400000	1.7136	0.4218	6.1971	3.1186	0.5528000	0.0000000	0.0006000	0.0376000	0.0948	0.227425	0.385125	34.1124999999	4.60416666667	1.09002432917
Supercontig_2.6	400000	410000	1.3866	0.4335	3.5125	1.4376	0.6651000	0.0000000	0.0003000	0.0315000	0.0251666666667	0.0651666666667	0.349633333333	15.9891666667	0.754166666667	3.21137237395
Supercontig_2.6	410000	420000	0.8405	0.3417	8.4331	4.4871	0.7894000	0.0000000	0.0000000	0.0242000	0.01845	0.0631	0.33255	28.3616666667	20.1833333333	-0.0247656468665
Supercontig_2.6	420000	430000	0.8532	0.3621	11.4026	3.4658	0.7252000	0.0000000	0.0002000	0.0262000	0.109516666667	0.219166666667	0.305183333333	62.6444444444	54.01	-0.703529077483
Supercontig_2.6	430000	440000	0.8266	0.3519	14.5422	4.8088	0.7585000	0.0000000	0.0000000	0.0253000	0.0174	0.08755	0.220575	20.6466666667	18.5093333333	0.0256673624156
Supercontig_2.6	440000	450000	0.867	0.3366	21.7317	7.6906	0.9848000	0.0000000	0.0000000	0.0265000	0.01055	0.039425	0.299625	30.1141666667	52.1716666668	-0.049332175286
Supercontig_2.6	450000	460000	1.4741	0.4291	12.5123	2.589	0.9358000	0.0000000	0.0004000	0.0372000	0.02645	0.0705166666667	0.408766666667	4.26777777778	5.97166666667	-0.347594548913
Supercontig_2.6	460000	470000	5.5242	1.2327	10.0266	1.5382	0.7701000	0.0000000	0.0002000	0.0449000	0.0133	0.0276	0.4828	1.97722222222	1.29444444445	-0.614284236487
Supercontig_2.6	470000	480000	7.2134	0.8022	8.9356	0.9513	0.6500000	0.0000000	0.0004000	0.0355000	0.0989	0.139525	0.601475	1.96916666667	0.314999999999	1.08412150026
Supercontig_2.6	480000	490000	9.0463	1.6805	4.0501	1.3813	0.4814000	0.0000000	0.0002000	0.0485000	0.25735	0.42865	0.54395	0.691666666667	0.287222222223	0.182439526044
Supercontig_2.6	490000	500000	4.1038	0.5163	16.5198	5.481	0.7067000	0.0000000	0.0000000	0.0298000	0.09498	0.19524	0.3204	8.82466666667	17.472	-1.0244465257
